ER53001,ER53002,ER53017,ER53019,ER53023,ER53935,ER54309,ER58223,ER58224
4,5936,28,0,2,40000,0,14,0
4,3224,33,33,1,5600,46600,15,17
4,6039,32,0,2,7000,0,14,0
4,4369,27,31,2,9999998,10000,14,14
4,3760,65,0,3,15000,0,12,0
4,5286,67,0,4,13300,0,12,0
4,3588,64,0,4,2500,0,12,0
4,3942,49,0,2,4000,0,12,0
4,8527,45,0,2,24000,0,14,0
4,5912,37,0,2,9999998,0,14,0
4,8260,36,0,2,9999998,0,17,0
4,4799,33,0,2,35000,0,13,0
4,4962,31,0,2,28000,0,12,0
4,4142,60,60,1,0,12800,16,15
4,6480,44,45,1,9999999,9999999,12,16
4,6608,44,45,1,32000,84667,14,16
4,4583,70,55,1,32000,60000,9,17
4,7183,46,45,1,50000,40000,13,17
4,8328,37,0,5,0,0,11,0
4,5159,78,0,3,0,0,11,0
4,5153,54,0,4,0,0,11,0
4,7574,45,0,4,50000,0,15,0
4,3467,34,33,2,38000,30000,15,17
4,4848,35,0,5,21000,0,13,0
4,2992,33,31,2,8000,11000,11,11
4,6661,26,0,2,20000,0,16,0
4,4350,54,54,1,55000,12000,12,12
4,5400,76,0,4,0,0,14,0
4,7426,57,0,5,38800,0,17,0
4,5198,53,50,1,60000,37500,12,12
4,5547,51,39,1,42000,26000,12,13
4,5690,48,0,5,26500,0,14,0
4,6483,45,0,4,58500,0,17,0
4,8442,31,0,2,30500,0,16,0
4,5873,24,0,2,19000,0,15,0
4,5944,49,50,1,59000,60000,12,14
4,4991,31,30,1,110000,40000,17,16
4,7650,84,0,4,0,0,13,0
4,6041,55,56,1,18000,15000,14,12
4,3674,53,0,4,0,0,14,0
4,4260,50,0,5,15000,0,11,0
4,8591,48,0,4,9999999,0,14,0
4,7832,36,0,4,23000,0,12,0
4,6114,34,0,4,33000,0,16,0
4,5750,34,0,2,26000,0,13,0
4,5994,31,0,2,24000,0,15,0
4,6620,32,0,2,22000,0,14,0
4,6484,33,35,2,60000,9999998,10,12
4,6028,31,0,2,0,0,11,0
4,601,29,0,2,1400,0,14,0
4,8397,29,0,2,1500,0,10,0
4,6407,25,0,2,13400,0,14,0
4,7337,27,0,2,0,0,11,0
4,5895,29,0,2,51000,0,14,0
4,8472,35,0,2,32000,0,14,0
4,8429,39,0,5,1300,0,11,0
4,6016,64,0,4,3500,0,13,0
4,7457,32,32,1,0,4000,16,13
4,5887,21,0,2,7000,0,14,0
4,3754,60,55,1,35000,50000,12,16
4,4935,46,0,4,35000,0,14,0
4,2676,31,0,2,27000,0,16,0
4,5800,53,0,4,0,0,13,0
4,8326,33,34,1,10000,9999998,11,99
4,5542,28,0,2,0,0,9,0
4,3301,27,0,2,3000,0,14,0
4,5536,25,0,2,40,0,9,0
4,5740,25,23,2,0,0,11,13
4,4187,24,0,2,0,0,7,0
4,3830,22,0,2,12000,0,12,0
4,8327,21,0,2,11000,0,10,0
4,6442,20,0,2,9000,0,11,0
4,3144,27,0,5,11520,0,10,0
4,3642,83,0,3,0,0,12,0
4,3932,41,0,3,75000,0,16,0
4,1863,63,0,4,17400,0,14,0
4,1042,60,0,4,27000,0,10,0
4,3779,47,0,2,0,0,13,0
4,2473,40,35,1,10000,56000,12,12
4,8113,43,0,3,42000,0,11,0
4,4980,24,0,2,17000,0,16,0
4,4552,33,0,2,0,0,14,0
4,1979,68,65,1,0,13000,14,12
4,4597,58,0,4,0,0,14,0
4,4765,29,0,2,33000,0,12,0
4,4909,28,31,2,500,30000,13,12
4,3682,60,0,4,94000,0,16,0
4,4288,34,0,4,46000,0,15,0
4,6179,27,25,2,2000,20000,12,12
4,8345,43,43,4,92000,49000,14,14
4,3404,34,33,2,55000,55000,17,17
4,2543,60,0,2,0,0,11,0
4,8495,37,0,2,9999998,0,11,0
4,4987,22,0,2,12000,0,11,0
4,5665,33,0,2,40000,0,14,0
4,2476,30,0,2,1000,0,13,0
4,2270,56,57,1,42000,0,12,14
4,3487,30,0,2,500,0,13,0
4,8392,28,0,2,23000,0,12,0
4,5902,64,71,1,55000,0,12,12
4,4708,57,0,4,0,0,15,0
4,6972,26,0,2,75000,0,16,0
4,5940,63,58,1,0,83000,16,17
4,5445,34,0,2,29000,0,13,0
4,8107,50,0,2,5800,0,15,0
4,8274,27,0,2,2200,0,10,0
4,7968,24,0,5,2760,0,10,0
4,8022,22,0,2,30000,0,12,0
4,2340,23,0,2,16040,0,12,0
4,8184,33,0,2,3600,0,14,0
4,8824,32,0,2,43000,0,16,0
4,1992,41,41,1,0,3500,14,14
4,3325,28,0,2,24000,0,13,0
4,4243,37,0,4,28000,0,14,0
4,7015,23,21,2,23000,22000,12,14
4,6330,54,0,3,14000,0,14,0
4,3999,30,31,1,38000,0,12,13
4,7593,37,29,1,0,27000,12,12
4,8129,33,0,2,0,0,5,0
4,4690,27,0,2,14000,0,15,0
4,8135,16,0,2,0,0,9,0
4,2130,42,51,1,22000,0,13,15
4,2911,72,56,1,47000,47000,17,16
4,3175,76,0,3,0,0,9,0
4,1147,61,0,4,20000,0,15,0
4,788,57,56,1,30000,23000,12,12
4,4244,29,0,2,34000,0,16,0
4,6474,28,45,1,38000,54000,16,16
4,4478,59,0,4,0,0,9,0
4,4469,40,0,4,0,0,12,0
4,4424,22,0,2,45000,0,14,0
4,7032,19,0,2,1000,0,12,0
4,4544,79,54,1,0,22800,9,12
4,6532,41,40,1,24000,0,13,10
4,5232,47,40,1,9999999,9999999,99,11
4,4701,50,0,2,12000,0,11,0
4,4686,43,0,5,17000,0,10,0
4,5652,26,0,2,4000,0,11,0
4,5366,29,28,1,17000,1000,12,12
4,5922,33,0,4,11000,0,13,0
4,4669,45,0,5,0,0,12,0
4,7027,49,53,1,32000,0,12,12
4,1732,24,0,2,3445,0,11,0
4,5888,33,32,4,7000,18500,11,15
4,3618,23,0,2,23000,0,16,0
4,3900,38,0,4,6920,0,13,0
4,6361,34,0,5,0,0,11,0
4,4043,32,0,2,0,0,12,0
4,1911,28,0,2,700,0,11,0
4,1326,55,0,2,0,0,12,0
4,2186,50,0,4,0,0,10,0
4,6228,37,0,2,18000,0,13,0
4,4485,31,0,2,12000,0,16,0
4,2866,29,0,2,11000,0,16,0
4,3776,27,0,2,9999998,0,11,0
4,5908,22,0,2,9115,0,14,0
4,3562,25,0,2,165000,0,17,0
4,3995,23,0,2,49000,0,17,0
4,511,54,52,1,95000,17000,14,15
4,852,59,47,1,0,9999999,12,14
4,7743,41,29,1,55000,51000,12,12
4,6246,65,0,4,0,0,16,0
4,2919,62,0,5,21000,0,12,0
4,2870,59,0,3,0,0,12,0
4,7335,56,0,4,0,0,14,0
4,7705,52,0,4,52000,0,12,0
4,2937,47,0,2,38000,0,13,0
4,6328,68,0,2,0,0,16,0
4,5377,36,0,2,500,0,17,0
4,7621,30,0,2,0,0,12,0
4,6258,21,0,2,3107,0,12,0
4,2846,39,39,1,18000,20000,12,12
4,8785,43,39,1,38000,32000,15,14
4,3595,54,0,2,53000,0,12,0
4,3956,49,42,1,0,53591,16,17
4,7038,47,42,1,42000,42000,14,16
4,7141,34,32,1,52000,48000,13,17
4,4705,35,34,1,63000,15000,12,16
4,3298,75,0,3,0,0,9,0
4,8232,61,55,1,26000,60000,17,16
4,8194,59,0,5,57000,0,12,0
4,1538,55,0,4,0,0,12,0
4,7261,52,0,4,0,0,14,0
4,7209,38,0,4,15000,0,16,0
4,4306,40,0,4,26000,0,13,0
4,3730,37,0,4,95000,0,17,0
4,7703,35,0,5,35000,0,14,0
4,5808,32,0,2,50000,0,16,0
4,8485,29,0,2,40000,0,12,0
4,8403,27,0,5,0,0,11,0
4,1351,36,0,2,0,0,12,0
4,7474,21,0,2,15500,0,12,0
4,7702,42,0,4,44078,0,15,0
4,4283,27,0,2,35000,0,12,0
4,3250,23,0,2,20000,0,14,0
4,7919,31,0,5,36000,0,14,0
4,2710,42,0,4,66000,0,17,0
4,387,62,62,1,20000,0,12,14
4,3033,52,52,1,65000,60000,15,14
4,2935,51,53,1,33000,36000,12,12
4,314,50,0,2,0,0,12,0
4,1756,49,49,1,39000,32000,12,12
4,2718,46,0,4,45000,0,12,0
4,1523,25,23,1,20384,23100,12,12
4,338,23,0,2,6500,0,12,0
4,1475,22,0,1,7000,0,13,0
4,4133,28,0,2,1500,0,12,0
4,3786,32,0,4,15000,0,10,0
4,7469,53,48,5,800,0,12,10
4,3641,55,0,1,126000,0,17,0
4,3177,34,35,1,9999999,0,17,17
4,2667,86,0,3,0,0,9,0
4,3748,62,0,3,0,0,10,0
4,4638,60,0,2,0,0,14,0
4,8323,52,0,4,35000,0,12,0
4,3764,39,0,2,9999998,0,11,0
4,5139,41,0,2,0,0,10,0
4,7644,33,0,2,26000,0,12,0
4,3947,27,0,2,2900,0,16,0
4,8398,22,0,2,29000,0,11,0
4,7952,45,39,1,45000,1200,13,16
4,3259,23,0,2,20000,0,11,0
4,2607,46,0,5,0,0,10,0
4,2685,30,0,2,35000,0,16,0
4,4026,23,0,2,7000,0,12,0
4,6852,67,0,5,0,0,12,0
4,2180,65,0,4,22963,0,17,0
4,6650,55,0,4,60000,0,14,0
4,3355,49,0,4,0,0,14,0
4,3844,29,0,2,48000,0,13,0
4,4792,34,0,5,18000,0,14,0
4,2369,24,20,1,9999998,500,12,13
4,412,79,0,3,0,0,12,0
4,5962,70,0,4,9500,0,12,0
4,3203,55,0,4,0,0,17,0
4,4128,35,0,2,2500,0,11,0
4,4449,27,0,4,27000,0,14,0
4,4409,39,0,2,0,0,14,0
4,6117,28,0,2,35000,0,16,0
4,120,64,55,1,7200,40000,13,14
4,5054,70,0,2,0,0,10,0
4,5712,33,0,2,0,0,14,0
4,5860,30,0,2,18720,0,11,0
4,6388,26,0,2,9775,0,10,0
4,5798,31,0,2,0,0,11,0
4,8985,53,0,4,120000,0,12,0
4,2294,83,0,4,0,0,99,0
4,6794,55,48,2,680,0,11,12
4,5106,31,0,2,9360,0,12,0
4,4145,29,0,2,6000,0,12,0
4,5000,28,0,2,5500,0,12,0
4,6136,26,0,2,4000,0,14,0
4,8859,22,19,2,250,0,13,12
4,2372,19,0,2,400,0,12,0
4,7826,29,22,2,18280,9999998,12,12
4,693,37,0,2,6800,0,10,0
4,2608,51,0,4,0,0,12,0
4,8827,38,0,5,40000,0,11,0
4,3002,36,39,1,0,25000,11,99
4,4525,35,0,2,34000,0,12,0
4,4732,30,24,2,18000,12000,14,12
4,4989,29,0,2,85000,0,16,0
4,4629,63,53,1,0,0,12,10
4,3889,40,38,1,50000,0,12,11
4,3814,47,31,2,9999999,28000,99,17
4,3315,54,0,5,0,0,10,0
4,8338,28,25,2,10000,9999998,10,15
4,8973,46,0,2,0,0,10,0
4,1358,65,64,1,13000,56000,12,14
4,1474,41,38,2,1600,30000,12,15
4,8689,33,0,2,46000,0,12,0
4,2997,31,33,1,70000,55000,14,17
4,1268,71,0,2,0,0,17,0
4,4612,75,0,5,9999999,0,15,0
4,8009,26,0,2,48000,0,14,0
4,5492,54,57,2,44000,60000,12,12
4,2791,23,0,2,50960,0,12,0
4,5283,29,24,2,9269,9999998,12,99
4,4605,51,51,1,57000,1600,12,16
4,784,70,62,1,0,0,12,12
4,8296,45,44,1,28000,56000,14,14
4,3749,38,38,1,17000,20000,16,17
4,846,65,0,3,0,0,12,0
4,1396,42,0,2,32000,0,12,0
4,3625,53,0,4,0,0,14,0
4,9041,41,0,4,52000,0,13,0
4,5100,54,56,1,56000,10000,14,17
4,3465,31,0,2,18050,0,12,0
4,3536,25,0,2,16000,0,14,0
4,4025,23,0,2,0,0,10,0
4,3300,54,51,2,2400,0,9,10
4,3276,53,0,2,0,0,13,0
4,3930,35,0,4,15000,0,13,0
4,3664,32,0,2,9999999,0,11,0
4,3992,29,0,2,2500,0,10,0
4,3202,55,0,4,34185,0,13,0
4,89,25,0,4,38000,0,13,0
4,6321,25,0,2,23000,0,12,0
4,7224,77,75,1,0,0,11,11
4,4405,60,59,1,0,0,12,12
4,4303,58,0,4,0,0,11,0
4,4551,55,0,4,1000,0,11,0
4,5567,52,0,2,21000,0,12,0
4,4418,46,0,4,38000,0,16,0
4,4496,45,0,2,19000,0,12,0
4,5812,42,0,4,12000,0,12,0
4,5637,37,0,5,6270,0,12,0
4,4503,30,26,1,9999999,0,10,10
4,7858,26,0,2,15080,0,12,0
4,5845,23,0,2,12000,0,13,0
4,7661,21,0,2,10000,0,12,0
4,4714,50,50,1,0,0,12,12
4,5010,34,27,1,20000,30000,12,16
4,9097,23,22,2,0,13572,99,99
4,4941,33,27,2,22800,30000,13,16
4,1840,66,0,5,0,0,10,0
4,1064,58,0,4,47300,0,16,0
4,1461,52,0,5,24000,0,12,0
4,7711,33,0,2,26400,0,12,0
4,8704,28,28,1,70000,100000,14,15
4,2537,26,26,1,45000,37000,12,17
4,8586,44,0,2,27000,0,14,0
4,8098,42,0,2,26000,0,14,0
4,7654,39,0,4,1088,0,12,0
4,3345,43,0,2,75000,0,17,0
4,6933,36,32,1,2500,13260,10,11
4,7627,27,28,1,26000,0,11,14
4,3211,64,59,1,12000,98000,14,16
4,4159,24,0,2,0,0,9,0
4,5190,44,39,1,30000,35000,12,12
4,3316,74,67,1,0,13000,9,12
4,6589,31,0,2,21000,0,14,0
4,5412,28,34,1,23000,10000,11,99
4,2925,52,50,1,3000,32000,12,14
4,366,52,0,4,0,0,12,0
4,308,51,0,2,0,0,13,0
4,9098,26,0,2,22000,0,12,0
4,669,56,0,2,0,0,12,0
4,3291,61,0,2,15000,0,12,0
4,709,59,0,5,21000,0,13,0
4,1059,55,0,2,38000,0,17,0
4,3394,52,51,1,43680,41517,12,12
4,5544,49,44,1,35000,12000,15,14
4,1196,29,0,2,43000,0,16,0
4,3746,27,0,2,20000,0,13,0
4,6672,32,0,2,0,0,12,0
4,721,52,0,5,0,0,11,0
4,8942,45,55,1,45000,20000,12,12
4,4107,32,0,2,35000,0,14,0
4,6770,30,0,2,49000,0,17,0
4,5790,27,0,2,49000,0,16,0
4,4825,55,0,3,0,0,11,0
4,7000,35,35,1,50000,0,17,17
4,7733,35,32,1,66000,89000,17,16
4,2556,67,65,1,0,2500,17,17
4,2282,40,0,2,28000,0,15,0
4,1321,36,0,2,87000,0,17,0
4,994,28,0,2,55000,0,16,0
4,4072,50,0,2,13000,0,14,0
4,5938,20,0,2,0,0,13,0
4,6944,37,35,1,72000,32000,16,17
4,5996,66,0,2,0,0,13,0
4,6869,63,0,5,0,0,12,0
4,5564,61,0,4,0,0,12,0
4,5490,57,0,5,0,0,12,0
4,7434,41,0,2,400,0,15,0
4,5455,51,0,5,35000,0,13,0
4,6935,59,0,4,9999999,0,15,0
4,7550,34,0,2,37000,0,17,0
4,6096,41,37,1,50000,60000,17,17
4,6586,39,0,4,27000,0,14,0
4,1388,60,0,4,89000,0,12,0
4,793,57,0,1,76000,0,17,0
4,952,43,0,4,46000,0,16,0
4,841,30,32,1,89000,32000,13,12
4,4922,45,37,1,21000,6000,14,16
4,1653,95,0,3,0,0,12,0
4,193,79,0,4,0,0,12,0
4,1727,66,0,2,0,0,8,0
4,7284,48,0,2,0,0,11,0
4,6475,39,0,2,25000,0,12,0
4,2560,33,0,2,0,0,14,0
4,7059,31,0,2,28000,0,16,0
4,7161,26,0,2,11000,0,13,0
4,3473,29,0,2,0,0,12,0
4,2596,52,48,1,42000,25000,12,13
4,5218,68,0,2,0,0,14,0
4,7767,61,0,4,35000,0,12,0
4,4869,46,0,2,12000,0,11,0
4,2547,52,49,2,2000,4000,10,12
4,3538,61,0,3,0,0,5,0
4,5018,45,34,2,15000,40000,11,16
4,2482,38,37,1,0,9999998,11,16
4,6053,46,0,1,0,0,9,0
4,1739,24,0,2,17910,0,11,0
4,3095,41,43,1,0,0,12,12
4,648,61,60,1,0,0,14,16
4,7818,32,32,1,9999998,50000,14,16
4,4851,34,0,2,10900,0,11,0
4,8272,20,0,2,0,0,11,0
4,3486,59,55,1,9999999,0,12,10
4,3456,37,0,2,30000,0,10,0
4,6009,24,29,2,3000,45000,11,17
4,7618,89,0,3,0,0,7,0
4,7846,69,67,1,30000,73500,12,17
4,6828,65,0,3,0,0,11,0
4,5923,48,0,5,29000,0,12,0
4,7764,30,0,2,0,0,11,0
4,6603,28,0,2,51600,0,14,0
4,6921,25,0,2,14040,0,14,0
4,3821,61,0,3,18000,0,12,0
4,5087,43,0,2,3000,0,11,0
4,3745,41,0,2,14000,0,11,0
4,5330,36,38,1,2100,0,11,14
4,4939,25,0,2,13000,0,11,0
4,5999,31,26,2,16640,3000,13,12
4,611,55,0,2,0,0,12,0
4,3136,26,0,2,1000,0,11,0
4,2723,25,0,2,0,0,11,0
4,670,79,74,1,0,0,12,10
4,2332,42,51,5,0,9999998,10,10
4,5612,49,0,2,0,0,14,0
4,6760,28,0,2,12000,0,13,0
4,4999,33,0,2,38000,0,14,0
4,4835,29,30,1,125000,0,16,17
4,7159,27,0,2,9999999,0,12,0
4,4361,55,0,4,90000,0,14,0
4,4696,51,0,2,720,0,11,0
4,3811,49,0,2,0,0,13,0
4,3793,43,0,2,400,0,14,0
4,4726,29,0,2,0,0,13,0
4,4751,26,0,4,21795,0,13,0
4,6594,23,22,2,0,5320,10,14
4,4841,21,0,2,23400,0,12,0
4,3412,37,0,4,0,0,11,0
4,3733,21,0,2,16000,0,11,0
4,7771,69,0,2,9999998,0,10,0
4,2231,61,58,1,99000,0,12,16
4,7932,63,56,1,0,0,13,11
4,8235,38,0,2,43000,0,15,0
4,2024,34,0,2,16000,0,12,0
4,6014,29,25,1,20000,10000,16,11
4,1997,53,52,1,36679,54313,12,14
4,2185,57,0,4,9999999,0,16,0
4,2328,20,0,2,12000,0,13,0
4,8358,59,0,2,50000,0,17,0
4,2382,36,0,2,118000,0,17,0
4,885,57,55,1,469000,31000,14,14
4,1950,27,27,2,25000,31000,12,16
4,6045,59,0,4,57000,0,17,0
4,7862,56,0,3,0,0,16,0
4,3363,48,0,4,4900,0,17,0
4,7840,29,0,2,34000,0,14,0
4,4777,21,0,2,27000,0,12,0
4,4736,18,0,2,10000,0,12,0
4,2371,58,49,1,27000,42000,16,14
4,5491,34,30,2,60000,14700,15,14
4,6340,87,0,4,0,0,9,0
4,7037,55,0,2,0,0,15,0
4,7900,25,0,2,15300,0,12,0
4,6122,73,0,3,0,0,11,0
4,3739,52,0,4,0,0,12,0
4,3907,47,0,4,30000,0,12,0
4,5662,51,0,4,24000,0,12,0
4,7314,50,0,2,58000,0,12,0
4,7018,29,0,2,14000,0,14,0
4,8499,22,0,2,9999998,0,12,0
4,2948,47,53,1,40000,0,11,14
4,8394,51,0,4,13000,0,12,0
4,8036,24,0,2,9999998,0,12,0
4,352,54,0,2,14300,0,11,0
4,8595,24,0,2,21000,0,12,0
4,3774,22,0,2,12600,0,14,0
4,4808,61,0,5,0,0,14,0
4,4730,40,0,2,0,0,11,0
4,8983,20,0,2,4000,0,13,0
4,4729,64,55,1,13000,0,12,13
4,2338,60,55,1,27000,8000,12,12
4,7008,55,50,1,50000,45000,14,16
4,3566,39,27,4,0,25000,13,13
4,609,37,0,4,26000,0,14,0
4,167,33,0,2,25000,0,13,0
4,3447,33,32,2,30000,40000,12,10
4,4263,32,30,1,20000,380,13,12
4,2824,29,27,1,5000,13000,10,14
4,77,27,0,2,20000,0,13,0
4,5342,26,0,2,3000,0,10,0
4,3238,23,0,2,9999999,0,14,0
4,5959,28,0,2,9000,0,14,0
4,7745,36,0,5,40000,0,11,0
4,4365,26,26,1,28000,31000,12,16
4,2204,28,30,2,22160,17577,11,16
4,706,54,0,2,26000,0,12,0
4,1236,31,0,2,13070,0,9,0
4,2589,32,0,2,0,0,10,0
4,1861,49,42,1,0,0,11,9
4,4000,58,0,4,0,0,11,0
4,6660,52,0,2,0,0,12,0
4,3150,51,0,2,28000,0,14,0
4,2979,35,0,2,6600,0,12,0
4,1820,33,28,1,30000,0,11,13
4,3166,30,0,2,11000,0,11,0
4,7731,29,0,2,55000,0,14,0
4,504,28,0,2,21000,0,15,0
4,3710,53,0,3,8000,0,12,0
4,3352,38,0,2,70000,0,14,0
4,3605,61,48,1,0,26000,12,13
4,1416,32,0,2,0,0,12,0
4,7357,33,0,2,18000,0,12,0
4,1581,40,32,2,9999998,0,12,12
4,5406,84,0,4,0,0,99,0
4,1738,53,35,1,50000,20000,16,13
4,150,63,0,5,0,0,8,0
4,1137,59,61,1,59000,28000,12,12
4,1938,56,0,4,30000,0,11,0
4,838,55,55,1,36000,9999998,14,14
4,6957,52,49,1,54000,0,12,14
4,2025,50,0,5,6183,0,10,0
4,5574,45,0,5,29588,0,11,0
4,8264,38,0,5,33000,0,13,0
4,718,41,0,2,0,0,13,0
4,1768,34,33,1,26000,25000,12,14
4,6315,33,0,2,6000,0,12,0
4,1362,31,0,2,15000,0,11,0
4,3075,43,0,2,0,0,11,0
4,2330,28,25,2,43000,12000,13,12
4,4399,26,0,2,6000,0,14,0
4,8905,26,30,2,18000,18000,14,14
4,8894,25,0,2,1000,0,12,0
4,828,40,0,4,34000,0,15,0
4,2787,31,25,3,0,20000,12,12
4,4422,34,0,2,22000,0,12,0
4,326,69,83,1,0,0,7,13
4,1025,29,0,2,14000,0,12,0
4,1484,28,0,2,27000,0,12,0
4,2630,25,0,2,43000,0,12,0
4,6390,24,0,2,600,0,11,0
4,3196,36,0,4,35000,0,14,0
4,6562,29,36,2,34000,34000,9,12
4,9101,46,40,1,38000,69000,11,17
4,2125,25,30,1,36000,29000,12,16
4,8545,49,53,1,9999998,26598,12,12
4,1625,46,50,1,0,0,12,13
4,4273,58,0,3,27000,0,14,0
4,1817,56,0,5,0,0,10,0
4,3359,55,0,3,35000,0,10,0
4,8529,42,0,2,17000,0,11,0
4,3901,38,0,2,15000,0,12,0
4,2845,53,45,1,0,29000,11,11
4,8882,22,0,2,0,0,11,0
4,8309,47,0,2,50000,0,15,0
4,2709,33,25,1,9000,0,12,10
4,8479,52,27,4,25000,14500,13,11
4,4389,32,25,1,0,21000,13,16
4,5632,55,49,1,22000,24000,12,14
4,3101,52,48,1,56000,26000,12,14
4,6270,51,0,5,56000,0,14,0
4,4307,48,0,2,45000,0,14,0
4,7107,31,0,2,30000,0,14,0
4,5961,83,0,3,0,0,12,0
4,4351,57,0,4,0,0,14,0
4,5217,56,0,2,0,0,10,0
4,982,38,0,2,0,0,16,0
4,1312,39,0,4,18171,0,15,0
4,6392,33,0,2,18000,0,11,0
4,7737,39,0,2,22000,0,13,0
4,5976,34,0,2,0,0,9,0
4,5592,25,0,2,15557,0,14,0
4,2754,45,43,1,141000,42000,16,16
4,4943,29,29,1,26000,36000,12,12
4,3801,63,48,1,15000,0,12,12
4,7076,58,0,2,0,0,12,0
4,6243,54,0,2,0,0,12,0
4,8162,51,0,2,80000,0,14,0
4,7349,35,40,1,13000,16000,13,12
4,5724,29,0,2,38000,0,17,0
4,8511,26,0,2,47000,0,17,0
4,8937,33,0,2,11000,0,12,0
4,3572,43,40,1,54000,35000,16,14
4,2448,61,0,1,0,0,12,0
4,4387,59,0,5,0,0,14,0
4,1360,55,0,4,0,0,12,0
4,1335,53,0,5,0,0,11,0
4,1664,38,32,1,11000,24000,12,16
4,6018,35,36,1,30000,10000,16,15
4,4004,28,0,2,0,0,15,0
4,786,37,0,2,50,0,13,0
4,7856,59,0,3,22000,0,14,0
4,2894,55,0,3,0,0,13,0
4,7269,48,44,1,102000,0,16,17
4,4518,46,44,1,37000,30000,14,15
4,7429,40,38,4,55000,25000,12,16
4,5216,40,0,2,45000,0,12,0
4,3452,38,0,1,0,0,11,0
4,6173,36,31,1,47630,400,16,9
4,7125,34,0,2,0,0,13,0
4,3946,34,0,4,35000,0,16,0
4,7893,30,24,2,30000,4600,13,13
4,8174,21,0,2,28000,0,12,0
4,2483,63,61,1,0,0,11,12
4,4528,34,33,1,9999998,0,14,14
4,70,57,0,2,0,0,12,0
4,1007,66,65,1,0,0,14,17
4,4275,35,35,1,150000,31000,17,17
4,400,33,32,1,81000,106000,17,17
4,2936,57,50,1,81000,62000,17,16
4,5168,23,0,2,30500,0,14,0
4,8818,46,48,1,0,0,11,12
4,2380,68,55,1,20000,75000,15,12
4,5367,38,0,2,35000,0,14,0
4,2657,32,0,2,38000,0,14,0
4,173,64,63,1,44000,100,12,16
4,8953,40,0,5,35000,0,14,0
4,3335,33,34,1,9999999,9999999,16,17
4,531,36,0,2,0,0,11,0
4,3032,70,0,4,3000,0,10,0
4,3897,54,50,1,69000,65000,16,14
4,8958,50,37,4,55000,41000,13,16
4,6785,49,0,3,36000,0,14,0
4,7938,45,55,1,101000,52000,16,16
4,7390,22,0,2,1600,0,12,0
4,7419,57,53,1,75000,0,13,12
4,7721,31,0,2,20000,0,13,0
4,7106,55,58,1,0,0,12,14
4,2669,56,59,1,9999999,4000,14,16
4,8624,56,52,1,28000,9000,12,13
4,8200,36,30,1,35000,0,12,14
4,3273,45,47,1,70000,13000,12,14
4,2675,43,45,1,62000,46400,12,13
4,8417,45,0,4,9999998,0,17,0
4,3147,65,0,4,0,0,14,0
4,4315,43,0,2,32000,0,14,0
4,4796,26,0,2,0,0,12,0
4,4198,23,0,2,1800,0,12,0
4,1573,57,0,4,1200,0,13,0
4,1438,53,52,1,42000,43000,17,13
4,2623,34,0,2,70000,0,12,0
4,3544,25,0,2,33000,0,12,0
4,6612,61,0,5,18000,0,16,0
4,5339,59,0,4,0,0,14,0
4,1279,53,0,2,0,0,13,0
4,2406,36,0,2,32000,0,12,0
4,3415,35,32,1,52000,47000,13,16
4,4724,29,0,2,15000,0,17,0
4,3435,28,25,1,125000,0,14,15
4,6037,27,0,2,20000,0,15,0
4,3575,23,0,2,17640,0,14,0
4,1249,59,0,4,0,0,12,0
4,3242,30,28,2,44000,45000,12,12
4,8557,26,0,2,25000,0,13,0
4,3123,32,28,1,60000,82000,16,16
4,1603,32,31,4,110000,0,16,12
4,3051,52,0,2,9750,0,14,0
4,5526,26,0,2,9999999,0,12,0
4,2539,22,0,2,9999998,0,10,0
4,5027,73,54,1,9999999,25000,12,17
4,8935,34,0,2,55000,0,14,0
4,7171,30,0,2,36000,0,12,0
4,5596,52,54,1,52000,0,13,12
4,1587,56,53,1,27010,0,99,99
4,1617,57,0,5,0,0,12,0
4,1260,48,0,2,0,0,12,0
4,1825,46,0,2,0,0,12,0
4,1714,39,0,2,1500,0,11,0
4,1476,33,0,2,6000,0,12,0
4,5204,26,0,2,15000,0,14,0
4,1934,25,0,2,1000,0,11,0
4,3281,24,23,2,0,13000,12,12
4,6419,29,0,5,0,0,16,0
4,1400,22,23,2,13500,15000,12,12
4,7482,32,0,2,11500,0,12,0
4,8230,55,56,1,30000,71500,17,17
4,8784,27,0,4,0,0,12,0
4,6621,83,0,4,0,0,11,0
4,4319,61,58,1,0,116000,16,16
4,5531,32,28,1,90000,60000,16,16
4,4867,30,0,2,47000,0,16,0
4,3871,30,33,1,28000,2700,13,14
4,7132,27,0,2,43000,0,15,0
4,8463,51,49,1,0,5000,14,14
4,3699,57,0,4,9999998,0,12,0
4,2734,33,0,2,44000,0,12,0
4,4581,28,0,2,0,0,14,0
4,8180,49,0,4,96000,0,17,0
4,8305,47,0,4,143988,0,17,0
4,2801,69,80,1,0,0,16,14
4,7373,39,0,4,160000,0,17,0
4,3464,57,55,1,9999998,8700,99,17
4,2373,47,0,2,6400,0,10,0
4,2254,25,0,2,0,0,13,0
4,2188,43,0,2,24000,0,12,0
4,2238,34,0,2,0,0,11,0
4,2924,28,0,2,9000,0,11,0
4,5113,27,23,1,10000,17000,10,14
4,4797,60,59,2,28000,0,12,11
4,4087,27,26,2,0,16000,11,10
4,2360,25,0,2,20000,0,12,0
4,2347,21,0,2,200,0,11,0
4,2299,34,29,2,45000,7000,12,12
